일자,시가,고가,저가,종가,거래량
19910404,511,516,509,516,409803
19910403,506,519,506,511,235294
19910402,514,514,505,506,450326
19910401,514,520,511,511,232679
19910330,520,520,516,520,890196
19910329,522,531,517,520,872549
19910328,516,522,514,517,1184313
19910327,516,520,513,516,1635294
19910325,514,520,514,519,1052941
19910323,520,520,513,514,349673
19910322,520,520,516,519,983006
19910321,520,529,520,520,3128758
19910320,520,523,520,522,456862
19910319,526,528,520,520,1567973
19910318,536,536,529,529,1075163
19910316,545,548,529,536,1232679
19910315,529,545,529,542,1209150
19910314,536,540,525,529,1249673
19910313,536,540,532,536,1743790
19910312,543,545,536,536,1616993
19910311,540,546,536,540,2232026
19910309,536,551,534,534,2858169
19910308,520,537,514,536,1961437
19910307,526,528,517,517,722875
19910306,514,525,514,522,663398
19910305,506,516,506,514,643137
19910304,516,516,513,513,1164052
19910302,523,525,519,519,1148366
19910228,520,525,511,519,1707843
19910227,517,520,517,520,1537908
19910226,517,520,514,516,2069934
19910225,526,526,513,514,1364052
19910223,499,513,499,513,675816
19910222,514,514,493,499,1075163
19910221,505,506,500,506,1382352
19910220,506,511,506,506,2223529
19910219,505,513,505,506,2138562
19910218,496,500,491,500,1992156
19910213,473,483,473,480,2087581
19910212,464,479,464,473,1242483
19910211,465,465,464,464,139215
19910209,465,468,465,465,251633
19910208,468,468,462,465,668627
19910207,468,470,468,470,401960
19910206,468,474,467,467,401960
19910205,477,479,467,467,860784
19910204,474,487,474,480,2434640
19910202,464,483,462,479,2195424
19910201,464,468,464,464,182352
19910131,467,467,464,467,484313
19910130,461,470,461,467,301307
19910129,468,473,464,468,722222
19910128,462,474,459,468,1973856
19910126,465,465,459,462,694771
19910125,467,473,464,464,475163
19910124,459,467,456,467,1009150
19910123,457,464,457,461,645098
19910122,464,464,459,459,255555
19910121,474,474,462,462,537908
19910119,474,485,474,482,286928
19910118,491,491,473,487,1021568
19910117,451,473,451,473,238562
19910116,451,459,451,457,456862
19910115,457,465,457,459,1042483
19910114,470,477,462,477,746405
19910112,459,470,459,470,211764
19910111,453,462,453,454,646405
19910110,467,467,454,454,598039
19910109,482,482,474,474,193464
19910108,490,490,474,482,1081045
19910107,493,494,487,491,869934
19910105,499,500,496,497,1524183
19910104,500,500,494,497,505882
19910103,494,494,488,491,3586928
19901226,505,508,503,505,2016339
19901224,497,508,497,505,2725490
19901222,508,509,502,505,2426143
19901221,505,508,503,506,3445751
19901220,505,513,505,508,2732679
19901219,517,520,511,513,2343137
19901218,525,525,520,520,2152941
19901217,525,536,520,520,2209803
19901215,520,525,520,522,1569934
19901214,526,528,525,525,3464052
19901213,534,536,528,531,2658823
19901212,540,540,528,536,1509803
19901211,520,545,520,536,2838562
19901210,531,532,526,529,1474509
19901208,534,534,528,531,1201960
19901207,534,536,529,534,2409150
19901206,534,536,528,532,1579738
19901205,523,534,523,532,887581
19901204,531,531,529,529,616339
19901203,532,542,531,531,607189
19901201,528,534,528,528,866013
19901130,517,523,517,523,1133986
19901129,529,529,516,523,881699
19901128,526,532,526,528,1441830
19901127,522,531,520,526,1074509
19901126,516,525,516,520,870588
19901124,517,517,509,517,785620
19901123,513,520,513,516,767320
19901122,513,528,513,513,807843
19901121,517,520,508,517,530718
19901120,522,522,511,520,969934
19901119,531,531,517,528,945751
19901117,531,534,528,532,686274
19901116,523,536,523,534,1229411
19901115,539,539,528,534,721568
19901114,543,543,529,539,1047058
19901113,536,542,536,539,1354248
19901112,525,542,525,536,952287
19901110,534,540,532,536,464052
19901109,523,540,523,536,757516
19901108,551,551,536,540,784313
19901107,546,554,545,545,896732
19901106,543,558,543,545,750326
19901105,548,555,543,549,959477
19901103,551,555,551,555,761437
19901102,566,574,546,555,1175163
19901101,552,571,549,566,1526143
19901031,558,558,543,557,1624836
19901030,560,578,551,558,2289542
19901029,580,580,560,560,2553594
19901027,546,565,546,560,2232679
19901026,566,566,566,566,1211111
19901025,586,589,586,586,757516
19901024,606,606,598,606,8260130
19901023,581,586,581,586,3819607
19901022,548,571,543,566,2098039
19901020,554,558,551,551,2700000
19901019,532,554,532,554,4759477
19901018,540,540,529,534,603921
19901017,536,539,528,532,1018300
19901016,551,551,528,528,1513071
19901015,537,555,536,543,2382352
19901013,539,543,537,537,788235
19901012,531,545,531,539,1877124
19901011,526,542,525,532,650326
19901010,517,525,505,525,1294117
19901008,516,517,516,517,1799346
19901006,517,519,502,516,1486274
19901005,497,517,497,517,1741176
19900929,493,497,493,497,840522
19900928,491,493,490,493,1096078
19900927,490,493,485,491,1591503
19900926,485,494,485,490,1115686
19900925,483,488,483,485,1020261
19900924,482,485,482,483,1375816
19900922,480,483,480,482,888235
19900921,461,483,461,480,3772549
19900920,480,482,474,480,2164052
19900919,491,491,473,479,3618300
19900918,459,479,459,479,1192156
19900917,474,477,457,459,1332679
19900915,483,483,477,477,1474509
19900914,482,483,480,483,1443790
19900913,483,485,483,483,481045
19900912,490,491,483,483,767973
19900911,490,491,490,490,350980
19900910,490,494,490,490,460130
19900908,496,497,490,490,689542
19900907,496,496,488,496,1984313
19900906,497,497,488,496,2585620
19900905,496,496,487,496,1069934
19900904,505,513,496,496,646405
19900903,490,503,485,503,878431
19900901,483,490,483,483,445751
19900831,479,494,479,483,3130718
19900830,511,511,494,494,869934
19900829,534,534,503,514,773202
19900828,520,523,519,523,959477
19900827,490,503,490,503,401960
19900825,485,487,474,483,696732
19900824,488,493,470,488,3735294
19900823,490,490,474,488,7352287
19900822,490,493,470,490,4464705
19900821,509,509,490,490,1636601
19900820,505,523,505,509,1154248
19900818,520,526,520,522,663398
19900817,509,525,509,523,1253594
19900816,534,542,514,525,1822222
19900814,539,543,534,534,938562
19900813,557,558,552,554,756862
19900811,558,566,558,558,1353594
19900810,548,568,543,558,2341830
19900809,546,551,536,548,2737254
19900808,543,546,542,546,1360784
19900807,552,552,540,551,1202614
19900806,566,566,555,557,1249673
19900804,566,568,563,565,705228
19900803,578,578,568,571,1305882
19900802,586,586,581,584,703267
19900801,572,591,572,581,1183006
19900731,562,574,562,572,723529
19900730,574,574,565,568,748366
19900728,565,574,565,574,732679
19900727,568,571,562,566,1399346
19900726,572,574,566,566,715032
19900725,572,581,572,574,620915
19900724,569,574,566,574,628758
19900723,577,578,574,574,649673
19900721,583,583,578,578,436601
19900720,589,589,583,584,798692
19900719,584,591,583,584,539215
19900718,591,598,588,588,818954
19900716,592,592,581,583,721568
19900714,589,595,589,592,1207189
19900713,598,598,588,589,1316993
19900712,604,607,592,597,2174509
19900711,604,609,604,607,1716339
19900710,604,609,597,607,1194771
19900709,600,606,600,604,999346
19900707,601,604,597,603,584313
19900706,606,609,601,601,426143
19900705,609,615,604,604,1347712
19900704,626,627,612,614,1999346
19900703,604,621,604,621,607189
19900702,598,601,597,601,894771
19900630,597,604,594,597,1164705
19900629,604,606,597,604,1025490
19900628,606,610,601,607,2671895
19900627,612,612,606,606,1496078
19900626,615,615,606,612,2441830
19900625,615,615,609,615,1845751
19900623,614,617,614,615,875163
19900622,614,615,609,612,2555555
19900621,610,617,610,610,1210457
19900620,612,620,610,610,1391503
19900619,614,635,609,615,2200000
19900618,632,632,621,621,1075163
19900616,635,636,630,636,1748366
19900615,636,638,632,636,2400000
19900614,646,646,636,636,876470
19900613,650,650,643,647,2354248
19900612,647,653,643,653,1625490
19900611,661,661,650,650,1125490
19900609,662,666,658,664,1362091
19900608,661,667,661,667,3611764
19900607,666,669,661,666,3242483
19900605,673,673,659,667,3721568
19900604,673,681,669,673,4554248
19900602,673,673,658,673,5992810
19900601,649,649,649,649,1484967
19900531,624,630,624,624,1667973
19900530,610,630,607,621,1166013
19900529,615,615,606,612,517647
19900528,623,623,609,609,696732
19900526,627,627,617,623,815032
19900525,620,627,620,624,1233986
19900524,615,621,615,620,1043790
19900523,615,621,612,620,1497385
19900522,606,617,606,614,1612418
19900521,598,604,594,601,715686
19900519,597,604,597,598,907843
19900518,588,600,588,598,2149673
19900517,597,603,588,594,1803267
19900516,568,583,568,583,1164052
19900515,566,566,555,563,1339215
19900514,580,583,566,574,1803921
19900512,592,594,581,584,1765359
19900511,600,603,584,589,1362091
19900510,617,617,601,604,1286928
19900509,612,626,607,615,2864705
19900508,614,629,614,615,1288888
19900507,627,640,621,621,1733333
19900504,621,621,614,621,3339869
19900503,601,601,597,601,316339
19900501,551,581,551,581,1611764
19900430,562,568,562,562,918954
19900428,595,595,581,581,520915
19900427,589,604,586,601,1658823
19900426,609,609,589,589,1514379
19900425,623,626,612,614,1026797
19900424,624,630,623,623,818300
19900423,624,629,620,623,1020261
19900421,614,627,614,624,1377777
19900420,635,643,614,614,1681045
19900419,650,655,635,635,1421568
19900418,658,662,643,653,1088235
19900417,649,661,643,661,1835947
19900416,661,664,650,652,2050980
19900414,669,669,659,662,811764
19900413,667,672,662,670,1815686
19900412,681,681,670,672,517647
19900411,673,681,670,678,1504575
19900410,676,678,670,673,1560784
19900409,678,684,678,679,1800000
19900407,679,682,678,681,1139869
19900406,687,687,678,679,1115032
19900404,692,693,676,687,1780392
19900403,690,693,684,692,1443137
19900402,698,699,690,693,2552941
19900331,695,704,687,699,7311764
19900330,670,693,670,693,3778431
19900329,664,673,664,669,2526143
19900328,670,673,662,662,4206535
19900327,678,678,670,670,3014379
19900326,679,681,673,675,2147712
19900324,685,685,678,679,94804575
19900323,684,687,676,687,4545751
19900322,682,687,678,684,4209150
19900321,685,689,676,684,6465359
19900320,670,685,667,682,7188888
19900319,661,667,658,661,1549673
19900317,658,659,655,659,1458169
19900316,653,662,652,658,2958823
19900315,655,655,650,652,1411111
19900314,653,659,649,655,1650326
19900313,659,661,655,655,1881045
19900312,664,667,659,661,1952287
19900309,669,669,659,664,1826797
19900308,664,673,664,664,1682352
19900307,673,673,664,666,1996078
19900306,662,673,662,669,3143137
19900305,670,675,666,666,1622222
19900303,673,673,669,670,1429411
19900302,673,689,670,675,6469934
19900228,670,676,661,666,1888235
19900227,658,679,656,672,1860784
19900226,667,670,659,659,2219607
19900224,673,673,667,670,1151633
19900223,679,679,672,672,2535294
19900222,672,681,672,673,2672549
19900221,682,684,673,673,1935947
19900220,682,685,679,681,2554901
19900219,670,695,667,678,6741176
19900217,681,682,673,673,3021568
19900216,682,687,676,678,8457516
19900215,670,675,662,675,6310457
19900214,646,652,646,650,1506535
19900213,653,655,646,646,925490
19900212,656,662,655,656,2011111
19900210,662,662,658,659,1368627
19900209,667,670,658,664,3641830
19900208,658,666,653,664,4575163
19900207,658,667,652,658,3940522
19900206,641,658,641,658,2618954
19900205,635,640,635,638,1666666
19900203,635,638,632,635,2001307
19900202,644,647,638,638,1675163
19900201,650,650,644,649,2252941
19900131,649,658,649,655,3075163
19900130,667,667,650,658,4556862
19900129,667,672,662,666,2864052
19900125,673,673,667,669,3618954
19900124,666,669,664,667,3388235
19900123,656,670,655,656,4024836
19900122,643,656,640,656,3273202
19900120,630,635,627,633,1836601
19900119,640,640,632,632,2340522
19900118,643,647,635,640,1632026
19900117,646,646,640,640,1703267
19900116,647,647,633,647,2080392
19900115,653,655,646,647,2505228
19900113,661,661,656,658,1428758
19900112,662,664,656,664,3371241
19900111,670,670,661,661,3046405
19900110,678,678,670,670,1818300
19900109,681,681,666,678,2042483
19900108,681,687,673,673,966666
19900106,685,689,681,681,1724183
19900105,689,693,678,678,1790849
19900104,689,701,685,693,2738562
19900103,673,689,661,685,1715032
19891226,713,713,693,693,6736601
19891223,719,719,713,713,14158823
19891222,721,721,708,719,19937908
19891221,718,721,710,719,14676470
19891220,718,719,705,718,17681045
19891219,713,715,701,715,13227450
19891218,715,716,704,710,9028758
19891216,718,718,704,711,12705882
19891215,704,716,690,704,17934640
19891214,701,701,693,701,15215032
19891213,676,676,676,676,947712
19891212,652,652,652,652,648366
19891211,623,641,621,627,3921568
19891209,632,633,624,627,1973202
19891208,635,650,621,635,6632679
19891207,641,643,635,638,4892810
19891206,644,652,632,641,4157516
19891205,653,653,644,646,3035947
19891204,667,667,652,655,3890196
19891202,678,678,655,667,892810
19891201,682,687,676,678,814379
19891130,681,689,678,679,2107189
19891129,679,689,676,682,1622222
19891128,685,689,679,681,3433333
19891127,685,689,682,685,2283660
19891125,690,690,684,690,2007189
19891124,684,699,681,689,2584313
19891123,689,696,685,685,884967
19891122,685,692,678,689,1298039
19891121,696,696,685,687,944444
19891120,704,704,693,699,1629411
19891118,708,711,704,707,1577777
19891117,715,715,704,711,1767320
19891116,713,718,713,715,2731372
19891115,708,713,707,711,4825490
19891114,711,722,705,707,3126143
19891113,707,731,704,713,6937908
19891111,711,715,705,707,2285620
19891110,715,719,704,710,4564705
19891109,692,716,690,715,2605882
19891108,695,696,684,692,2826143
19891107,693,695,689,692,2036601
19891106,701,701,690,693,1632679
19891104,704,704,690,698,850326
19891103,699,704,699,701,2180392
19891102,693,704,693,699,2396078
19891101,707,707,699,702,1537254
19891031,695,702,689,701,3126143
19891030,689,699,689,698,1958169
19891028,689,695,687,689,1695424
19891027,682,682,676,682,1836601
19891026,682,684,679,682,2167973
19891025,689,689,682,685,1420915
19891024,681,696,681,692,2837908
19891023,669,687,669,681,1753594
19891021,673,676,673,675,2364705
19891020,689,690,673,678,3727450
19891019,696,696,681,689,3376470
19891018,708,710,696,701,3326143
19891017,711,716,707,708,2435294
19891016,716,716,711,711,2442483
19891014,721,721,716,719,1983006
19891013,724,724,718,721,2749019
19891012,724,725,718,721,3562745
19891011,718,722,713,722,4162091
19891010,711,716,710,715,2357516
19891007,725,727,715,716,2854248
19891006,719,724,713,722,3621568
19891005,716,727,713,719,5500000
19891004,730,730,718,718,3358169
19890930,733,733,727,730,5331372
19890929,751,751,736,736,7551633
19890928,741,747,734,747,18389542
19890927,718,736,711,731,10209150
19890926,727,727,708,718,6856209
19890925,727,733,719,721,4947058
19890923,737,739,728,730,3415032
19890922,741,744,733,734,4983006
19890921,741,750,736,737,6968627
19890920,753,757,744,745,5161437
19890919,760,762,757,759,3737254
19890918,765,765,759,760,5845098
19890916,765,768,757,760,4376470
19890912,757,770,754,762,8763398
19890911,754,760,754,756,5460784
19890909,765,765,757,757,4200000
19890908,759,762,754,760,8136601
19890907,757,763,751,756,8023529
19890906,771,773,750,757,13253594
19890905,750,765,747,765,19001307
19890904,763,770,742,754,31222875
19890902,728,757,727,757,19540522
19890901,730,739,716,733,18741830
19890831,734,734,718,724,18709150
19890830,742,757,734,742,23364705
19890829,757,757,744,750,22837254
19890828,765,767,744,760,25681045
19890826,724,742,724,742,11222222
19890825,719,728,718,718,17573202
19890824,689,704,689,704,15681045
19890823,745,753,739,745,24343137
19890822,719,741,716,737,18547058
19890821,721,724,716,716,6067973
19890819,727,728,715,719,9871895
19890818,724,724,713,718,8867973
19890817,724,731,718,719,17690849
19890816,722,724,711,718,12408496
19890814,728,734,715,719,14697385
19890812,698,721,698,719,15170588
19890811,689,708,685,696,14054901
19890810,682,692,676,689,12767320
19890809,664,678,664,676,6969934
19890808,658,661,655,659,4494771
19890807,662,662,653,656,3749673
19890805,658,659,653,655,3998692
19890804,658,658,652,656,4686928
19890803,659,659,655,658,4937254
19890802,649,658,647,656,5022875
19890801,656,658,652,653,5373856
19890731,646,655,643,652,9247712
19890729,653,656,646,647,6028104
19890728,655,667,650,650,12864705
19890727,666,676,658,658,13105228
19890726,662,673,658,666,13797385
19890725,647,666,647,658,13188888
19890724,636,641,632,641,7664052
19890722,636,636,630,632,6393464
19890721,636,638,627,636,11492810
19890720,620,632,620,630,8875163
19890719,620,623,612,617,6705228
19890718,630,633,615,627,14850980
19890715,595,612,595,612,3272549
19890714,581,594,581,592,4096732
19890713,581,589,580,588,3452941
19890712,581,586,580,581,3348366
19890711,572,581,571,577,2406535
19890710,571,571,563,568,458823
19890708,566,568,563,568,755555
19890707,562,569,560,568,1735947
19890706,568,568,560,563,450326
19890705,569,569,562,568,686274
19890704,568,569,558,569,1321568
19890703,566,571,563,565,924836
19890701,569,569,566,566,998039
19890630,568,574,568,571,1737908
19890629,569,574,566,566,2732679
19890628,563,568,560,565,2857516
19890627,566,574,563,566,3464052
19890626,577,578,566,566,3413071
19890624,575,578,574,574,3161437
19890623,580,580,571,575,3941830
19890622,581,583,575,575,3669934
19890621,581,581,575,580,1559477
19890620,574,589,571,580,3311764
19890619,578,581,566,569,2326797
19890617,572,578,566,575,1282352
19890616,580,580,569,572,1692156
19890615,568,583,566,583,3774509
19890614,558,574,557,572,1917647
19890613,574,575,552,554,1550980
19890612,552,571,551,571,2390196
19890610,554,555,549,551,1275163
19890609,548,551,543,551,1262745
19890608,534,548,531,548,1595424
19890607,551,551,537,540,1272549
19890605,558,558,546,551,905882
19890603,562,563,562,562,1133333
19890602,572,572,566,566,1928104
19890601,569,572,566,571,845098
19890531,566,569,563,566,1828758
19890530,571,572,565,568,809150
19890529,574,574,566,571,948366
19890527,562,566,562,566,390849
19890526,560,568,560,562,1083006
19890525,558,562,558,558,1285620
19890524,557,563,555,558,1611111
19890523,566,566,552,560,771241
19890522,569,572,560,563,1477124
19890520,566,569,565,568,1124183
19890519,558,566,557,563,2504575
19890518,548,558,546,552,584967
19890517,549,551,543,543,1669281
19890516,543,551,540,540,2706535
19890515,558,558,545,551,1524183
19890513,562,565,555,558,1019607
19890511,569,569,560,565,1174509
19890510,574,574,569,571,1839869
19890509,577,577,572,572,1736601
19890508,566,571,565,569,3375816
19890506,560,565,560,565,1080392
19890504,558,566,551,554,2849673
19890503,558,558,551,554,1517647
19890502,551,554,546,554,2981045
19890501,557,566,554,554,2169934
19890429,552,558,551,551,1085620
19890428,555,558,551,552,4670588
19890427,551,552,546,552,2088235
19890426,557,557,551,551,2458169
19890425,562,562,557,558,2133333
19890424,568,568,563,563,1404575
19890422,569,569,566,568,2011111
19890421,574,575,569,571,1658169
19890420,566,572,566,571,1702614
19890419,580,580,571,572,2179738
19890418,575,577,572,575,4343790
19890417,569,580,566,578,2983660
19890415,569,581,566,566,1011111
19890414,578,578,566,569,1406535
19890413,572,581,566,578,2337908
19890412,584,588,572,572,2151633
19890411,591,595,583,592,2143137
19890410,604,604,591,597,2079084
19890408,607,609,604,606,896732
19890407,609,612,601,607,3049019
19890406,604,617,604,612,2604575
19890404,618,626,615,618,3222222
19890403,626,632,621,621,3697385
19890401,626,626,621,626,2263398
19890331,626,632,614,627,10466013
19890330,620,620,620,620,4316993
19890329,609,615,591,609,10009803
19890328,609,612,600,607,3921568
19890327,617,617,610,610,2028104
19890325,620,624,617,617,4693464
19890324,624,624,612,615,7692810
19890323,624,633,623,627,8371895
19890322,641,643,626,627,5481699
19890321,618,633,615,633,7760130
19890320,621,638,620,624,5845751
19890318,618,618,606,614,5630065
19890317,614,623,604,609,10440522
19890316,600,609,597,603,7013725
19890315,595,598,592,595,5210457
19890314,594,595,589,592,13210457
19890313,600,600,591,594,4556209
19890311,595,597,592,595,3257516
19890309,597,600,592,595,3833986
19890308,586,589,581,589,5430065
19890307,588,589,583,586,4550326
19890306,589,589,583,588,2655555
19890304,578,588,578,588,3649673
19890303,583,583,578,578,2911764
19890302,589,589,584,586,28650326
19890228,589,591,581,589,2862091
19890227,597,597,594,594,5683660
19890225,597,600,592,594,6451633
19890224,586,597,581,594,6655555
19890223,597,597,589,589,5417647
19890222,571,591,569,591,5858823
19890221,571,572,563,571,3027450
19890220,571,571,566,568,3940522
19890218,563,571,563,571,2609150
19890217,566,566,560,563,2770588
19890216,566,566,562,566,2226143
19890215,581,581,566,568,3086928
19890214,578,580,571,578,5052941
19890213,578,586,577,581,5615686
19890211,565,571,563,569,3343790
19890210,575,575,563,566,2362745
19890209,577,580,569,575,5081699
19890208,566,580,565,580,5068627
19890204,560,565,554,560,1905228
19890203,558,563,552,562,8118954
19890202,555,555,545,552,1396078
19890201,565,566,555,558,4570588
19890131,558,565,552,562,6911764
19890130,549,565,548,560,8056209
19890128,546,548,543,546,1578431
19890127,536,546,534,543,3834640
19890126,536,540,531,534,2941176
19890125,531,536,528,534,1109150
19890124,536,540,531,536,1952941
19890123,532,539,529,536,1749019
19890121,536,536,528,534,862091
19890120,532,539,529,536,2103267
19890119,536,539,529,532,4654248
19890118,531,532,525,532,2143790
19890117,528,536,526,536,2536601
19890116,536,536,528,532,1167320
19890114,537,542,536,540,1037908
19890113,536,540,529,534,2126797
19890112,531,539,528,537,9307189
19890111,536,540,531,534,3131372
19890110,548,551,542,543,2893464
19890109,555,555,539,549,2814379
19890107,546,558,543,558,1996078
19890106,548,551,543,546,1581045
19890105,557,563,543,551,3282352
19890104,557,557,549,557,641830
19881226,540,551,536,546,5939869
19881224,540,543,532,543,2939869
19881223,543,546,536,539,1914379
19881222,548,551,536,543,4207843
19881221,532,543,529,543,5350980
19881220,540,543,520,528,9194117
19881219,529,540,529,540,8924836
19881217,522,528,520,520,1953594
19881216,523,528,520,522,4511111
19881215,531,539,525,526,2721568
19881214,520,526,514,520,13193464
19881213,520,526,517,520,18435294
19881212,523,528,520,520,3699346
19881210,520,525,520,520,1996078
19881209,520,526,517,522,4415686
19881208,520,520,509,519,2534640
19881207,523,528,513,520,3047058
19881206,532,532,519,525,2403267
19881205,520,529,520,525,6042483
19881203,517,517,505,517,859477
19881202,517,523,513,519,4667973
19881201,519,520,511,519,1155555
19881130,531,532,520,523,2898692
19881129,526,526,520,526,4569281
19881128,519,528,517,526,2213725
19881126,584,589,578,586,43509803
19881125,591,591,574,581,7386928
19881124,560,571,560,571,3862091
19881123,551,558,545,551,4067320
19881122,551,551,546,551,2891503
19881121,557,558,554,554,3456209
19881119,540,555,536,551,2364705
19881118,534,548,531,536,2397385
19881117,534,537,526,531,3612418
19881116,537,539,519,534,1799346
19881115,531,536,528,534,2151633
19881114,536,536,523,528,1633986
19881112,539,539,532,536,973202
19881111,545,545,539,540,2396078
19881110,543,548,539,542,3073856
19881109,545,546,539,539,2033986
19881108,555,555,540,548,1106535
19881107,562,565,558,558,1520261
19881105,566,574,558,566,2626143
19881104,574,575,558,563,4181699
19881103,555,555,551,555,2672549
19881102,516,537,513,536,1024183
19881101,505,517,505,517,541176
19881031,505,516,505,509,923529
19881029,505,520,505,513,339215
19881028,502,503,497,500,1109150
19881027,514,516,502,506,367973
19881026,520,525,516,522,958823
19881025,523,528,516,523,1062091
19881024,513,516,505,516,919607
19881022,505,505,505,505,411764
19881021,505,505,490,499,1079738
19881020,490,499,487,499,418954
19881019,497,497,490,493,577124
19881018,496,497,490,490,377777
19881017,502,502,496,497,777777
19881015,505,505,497,497,337254
19881014,487,496,485,496,300000
19881013,485,490,485,485,679738
19881012,482,490,482,483,646405
19881011,490,490,483,483,609150
19881010,485,496,485,488,311111
19881008,479,485,479,485,68627
19881007,479,485,479,482,503921
19881006,479,479,474,479,190196
19881005,474,482,474,479,427450
19881004,490,490,474,485,460784
19880930,482,490,482,482,910457
19880929,482,483,477,483,586928
19880928,474,485,474,482,766666
19880927,470,482,470,480,298039
19880924,482,487,480,485,877777
19880923,482,485,477,479,1055555
19880922,470,479,461,479,1496078
19880921,465,470,461,470,252287
19880920,462,464,459,464,91503
19880919,471,471,464,464,458823
19880916,482,482,467,471,80392
19880915,485,485,480,485,781699
19880914,479,488,474,485,394771
19880913,482,482,474,479,334640
19880912,477,488,473,488,466666
19880910,470,479,470,479,624183
19880909,450,459,450,459,507189
19880908,459,459,445,451,73856
19880907,456,456,451,451,575163
19880906,448,448,444,448,326797
19880905,444,450,441,441,263398
19880903,442,442,438,442,170588
19880902,445,447,442,442,286274
19880901,433,444,433,444,98039
19880831,438,438,433,433,237908
19880830,436,444,433,439,227450
19880829,444,444,435,436,239215
19880827,448,448,445,445,132026
19880826,450,450,447,450,102614
19880825,451,451,444,451,741830
19880824,459,459,454,459,252287
19880823,464,465,459,462,87581
19880822,464,467,464,467,34640
19880820,462,464,459,459,492156
19880819,462,462,459,461,535294
19880818,465,467,459,462,308496
19880817,464,464,453,464,326797
19880816,467,470,465,465,150326
19880813,470,470,465,467,125490
19880812,470,470,462,470,1291503
19880811,470,470,468,470,376470
19880810,470,471,468,470,1143790
19880809,473,473,467,470,170588
19880808,474,474,468,473,144444
19880806,474,474,471,474,71241
19880805,474,476,471,476,221568
19880804,480,482,471,480,173856
19880803,483,487,474,485,144444
19880802,490,490,488,488,47712
19880801,490,497,490,496,72549
19880730,493,505,493,500,141830
19880729,494,513,490,513,1179084
19880728,485,497,482,497,32698692
19880727,482,485,479,485,59477
19880726,502,502,494,494,242483
19880725,482,502,480,502,952941
19880723,483,483,477,482,111111
19880722,468,485,468,483,609150
19880721,474,479,459,479,309803
19880720,474,479,474,479,478431
19880719,497,497,487,487,332026
19880718,496,496,482,493,118300
19880716,493,496,491,496,175163
19880715,497,497,491,497,357516
19880714,491,503,491,502,472549
19880713,499,511,497,505,689542
19880712,508,511,500,511,1439215
19880711,503,511,494,511,1614379
19880709,505,508,493,508,852941
19880708,502,505,490,505,642483
19880707,487,505,483,505,818300
19880706,487,490,482,490,428758
19880705,482,488,480,487,141176
19880704,493,493,482,490,357516
19880702,494,494,474,494,441830
19880701,474,488,467,488,503267
19880630,474,490,470,474,1176470
19880629,474,482,468,482,103921
19880628,470,470,462,467,303921
19880627,468,470,461,470,424836
19880625,467,468,467,468,117647
19880624,471,471,470,470,75163
19880623,473,474,467,471,319607
19880622,471,474,471,473,182352
19880621,482,482,473,473,273856
19880620,487,490,482,483,49019
19880618,493,494,491,491,432679
19880617,491,493,488,490,483660
19880616,490,494,488,488,575163
19880615,496,497,477,490,254901
19880614,499,499,493,493,271241
19880613,505,505,499,502,466666
19880611,508,509,502,505,719607
19880610,513,525,505,511,1973856
19880609,505,509,497,505,1863398
19880608,506,506,500,502,1560130
19880607,502,509,497,506,3291503
19880604,505,506,502,502,959477
19880603,494,494,482,491,10937254
19880602,474,479,474,474,364705
19880601,479,479,474,474,192810
19880531,482,482,468,480,132679
19880530,479,487,471,482,379738
19880528,474,477,474,474,214379
19880527,488,488,468,468,549019
19880526,494,494,482,485,224183
19880525,490,490,482,488,2130718
19880524,509,511,485,496,2370588
19880521,511,511,502,502,2390849
19880520,490,502,487,502,1169934
19880519,482,490,474,482,1326143
19880518,482,482,474,482,923529
19880517,476,479,474,476,476470
19880516,471,474,467,471,154901
19880514,471,474,467,474,386928
19880513,470,470,467,470,457516
19880512,464,467,464,467,325490
19880511,459,467,459,464,312418
19880510,464,464,459,459,77777
19880509,464,470,459,464,111764
19880507,470,470,464,464,97385
19880506,471,474,464,464,396078
19880504,474,474,470,471,181045
19880503,479,479,470,474,401307
19880502,479,482,474,479,400653
19880430,490,490,479,479,144444
19880429,506,506,485,490,1199346
19880428,474,490,474,487,601307
19880427,474,474,474,474,49673
19880425,494,497,490,494,2257516
19880423,493,496,490,496,114379
19880422,497,503,496,496,1432679
19880421,502,502,482,496,1141830
19880420,480,502,480,502,747058
19880419,482,482,474,482,533986
19880418,482,482,473,482,215686
19880416,474,482,474,482,196078
19880415,476,479,474,474,156862
19880414,482,483,479,479,257516
19880413,482,485,473,479,273856
19880412,470,488,470,483,2346405
19880411,491,496,482,490,1018300
19880409,488,497,485,497,1439215
19880408,487,497,487,491,1320915
19880407,487,490,482,490,983660
19880406,502,503,490,491,1418954
19880404,467,487,467,487,2195424
19880402,470,473,467,467,1111111
19880401,465,471,465,468,1095424
19880331,467,467,462,464,586274
19880330,459,467,459,467,350326
19880329,453,459,448,459,1184967
19880328,459,464,456,456,256209
19880326,457,457,445,457,128104
19880325,482,485,476,485,2990196
19880324,476,480,474,480,2171241
19880323,476,480,476,480,247058
19880322,482,483,476,476,290849
19880321,482,485,474,483,174509
19880319,474,483,474,483,224183
19880318,474,479,473,477,641176
19880317,470,474,467,474,423529
19880316,464,470,464,470,540522
19880315,465,468,462,465,175816
19880314,467,471,465,468,286274
19880312,461,467,459,467,150326
