지역,규모,연도,월,분양가
인천, 85㎡초과 102㎡이하,2018,3,3395
인천, 102㎡초과,2018,3,4835
경기, 60㎡이하,2018,3,4248
경기, 60㎡초과 85㎡이하,2018,3,3826
경기, 85㎡초과 102㎡이하,2018,3,4270
경기, 102㎡초과,2018,3,4641
부산, 60㎡이하,2018,3,3654
부산, 60㎡초과 85㎡이하,2018,3,3789
부산, 85㎡초과 102㎡이하,2018,3,3692
부산, 102㎡초과,2018,3,3830
대구, 60㎡이하,2018,3,3521
대구, 60㎡초과 85㎡이하,2018,3,3404
대구, 102㎡초과,2018,3,3543
광주, 60㎡이하,2018,3,2776
광주, 60㎡초과 85㎡이하,2018,3,2924
광주, 102㎡초과,2018,3,2865
대전, 60㎡이하,2018,3,2498
대전, 60㎡초과 85㎡이하,2018,3,2882
대전, 85㎡초과 102㎡이하,2018,3,3067
울산, 60㎡초과 85㎡이하,2018,3,3174
세종, 60㎡초과 85㎡이하,2018,3,3164
세종, 85㎡초과 102㎡이하,2018,3,3099
세종, 102㎡초과,2018,3,3227
강원, 60㎡이하,2018,3,2269
강원, 60㎡초과 85㎡이하,2018,3,2387
강원, 85㎡초과 102㎡이하,2018,3,2830
강원, 102㎡초과,2018,3,2923
충북, 60㎡이하,2018,3,2348
충북, 60㎡초과 85㎡이하,2018,3,2456
충북, 85㎡초과 102㎡이하,2018,3,2471
충북, 102㎡초과,2018,3,2482
충남, 60㎡이하,2018,3,2421
충남, 60㎡초과 85㎡이하,2018,3,2409
충남, 102㎡초과,2018,3,2283
전북, 60㎡이하,2018,3,2183
전북, 60㎡초과 85㎡이하,2018,3,2250
전북, 85㎡초과 102㎡이하,2018,3,2221
전북, 102㎡초과,2018,3,2428
전남, 60㎡이하,2018,3,2228
전남, 60㎡초과 85㎡이하,2018,3,2336
전남, 85㎡초과 102㎡이하,2018,3,2627
전남, 102㎡초과,2018,3,2443
경북, 60㎡이하,2018,3,2525
경북, 60㎡초과 85㎡이하,2018,3,2421
경북, 102㎡초과,2018,3,2788
경남, 60㎡이하,2018,3,2787
경남, 60㎡초과 85㎡이하,2018,3,2672
경남, 85㎡초과 102㎡이하,2018,3,2857
경남, 102㎡초과,2018,3,2897
제주, 60㎡이하,2018,3,5462
제주, 60㎡초과 85㎡이하,2018,3,3639
제주, 102㎡초과,2018,3,3029
서울, 60㎡이하,2018,4,7196
서울, 60㎡초과 85㎡이하,2018,4,6560
서울, 85㎡초과 102㎡이하,2018,4,7823
서울, 102㎡초과,2018,4,7242
인천, 60㎡이하,2018,4,3754
인천, 60㎡초과 85㎡이하,2018,4,3448
인천, 85㎡초과 102㎡이하,2018,4,3395
인천, 102㎡초과,2018,4,4835
경기, 60㎡이하,2018,4,4256
경기, 60㎡초과 85㎡이하,2018,4,3836
경기, 85㎡초과 102㎡이하,2018,4,4345
경기, 102㎡초과,2018,4,4595
부산, 60㎡이하,2018,4,3654
부산, 60㎡초과 85㎡이하,2018,4,3835
부산, 85㎡초과 102㎡이하,2018,4,3692
부산, 102㎡초과,2018,4,3830
대구, 60㎡이하,2018,4,3607
대구, 60㎡초과 85㎡이하,2018,4,3526
대구, 85㎡초과 102㎡이하,2018,4,3012
대구, 102㎡초과,2018,4,2966
광주, 60㎡이하,2018,4,2776
광주, 60㎡초과 85㎡이하,2018,4,2890
광주, 102㎡초과,2018,4,2453
대전, 60㎡이하,2018,4,2498
대전, 60㎡초과 85㎡이하,2018,4,2977
대전, 85㎡초과 102㎡이하,2018,4,3067
울산, 60㎡초과 85㎡이하,2018,4,3174
세종, 60㎡이하,2018,4,3064
세종, 60㎡초과 85㎡이하,2018,4,3147
세종, 85㎡초과 102㎡이하,2018,4,3138
세종, 102㎡초과,2018,4,3135
강원, 60㎡이하,2018,4,2269
강원, 60㎡초과 85㎡이하,2018,4,2273
강원, 85㎡초과 102㎡이하,2018,4,2830
강원, 102㎡초과,2018,4,2611
충북, 60㎡이하,2018,4,2348
충북, 60㎡초과 85㎡이하,2018,4,2631
충북, 85㎡초과 102㎡이하,2018,4,2671
충북, 102㎡초과,2018,4,2680
충남, 60㎡이하,2018,4,2421
충남, 60㎡초과 85㎡이하,2018,4,2409
충남, 102㎡초과,2018,4,2283
전북, 60㎡이하,2018,4,2602
전북, 60㎡초과 85㎡이하,2018,4,2292
전북, 85㎡초과 102㎡이하,2018,4,2636
전북, 102㎡초과,2018,4,2794
전남, 60㎡이하,2018,4,2228
전남, 60㎡초과 85㎡이하,2018,4,2345
전남, 85㎡초과 102㎡이하,2018,4,2627
전남, 102㎡초과,2018,4,2469
경북, 60㎡이하,2018,4,2471
경북, 60㎡초과 85㎡이하,2018,4,2422
경북, 102㎡초과,2018,4,2788
경남, 60㎡이하,2018,4,2738
경남, 60㎡초과 85㎡이하,2018,4,2669
경남, 85㎡초과 102㎡이하,2018,4,2857
경남, 102㎡초과,2018,4,2862
제주, 60㎡이하,2018,4,5462
제주, 60㎡초과 85㎡이하,2018,4,3639
제주, 102㎡초과,2018,4,3029
서울, 60㎡이하,2018,5,7318
서울, 60㎡초과 85㎡이하,2018,5,6630
서울, 85㎡초과 102㎡이하,2018,5,8098
서울, 102㎡초과,2018,5,7252
인천, 60㎡이하,2018,5,3454
인천, 60㎡초과 85㎡이하,2018,5,3567
인천, 85㎡초과 102㎡이하,2018,5,3470
인천, 102㎡초과,2018,5,4835
경기, 60㎡이하,2018,5,4425
경기, 60㎡초과 85㎡이하,2018,5,3994
경기, 85㎡초과 102㎡이하,2018,5,4445
경기, 102㎡초과,2018,5,4517
부산, 60㎡이하,2018,5,3704
부산, 60㎡초과 85㎡이하,2018,5,3822
부산, 85㎡초과 102㎡이하,2018,5,3705
부산, 102㎡초과,2018,5,3840
대구, 60㎡이하,2018,5,3634
대구, 60㎡초과 85㎡이하,2018,5,3646
대구, 85㎡초과 102㎡이하,2018,5,3012
대구, 102㎡초과,2018,5,4539
광주, 60㎡이하,2018,5,2776
광주, 60㎡초과 85㎡이하,2018,5,2911
광주, 102㎡초과,2018,5,2453
대전, 60㎡이하,2018,5,2498
대전, 60㎡초과 85㎡이하,2018,5,2977
대전, 85㎡초과 102㎡이하,2018,5,3067
울산, 60㎡초과 85㎡이하,2018,5,3174
세종, 60㎡이하,2018,5,3064
세종, 60㎡초과 85㎡이하,2018,5,3147
세종, 85㎡초과 102㎡이하,2018,5,3138
세종, 102㎡초과,2018,5,3135
강원, 60㎡이하,2018,5,2269
강원, 60㎡초과 85㎡이하,2018,5,2280
강원, 85㎡초과 102㎡이하,2018,5,2864
강원, 102㎡초과,2018,5,2631
충북, 60㎡이하,2018,5,2348
충북, 60㎡초과 85㎡이하,2018,5,2636
충북, 85㎡초과 102㎡이하,2018,5,2725
충북, 102㎡초과,2018,5,2683
충남, 60㎡이하,2018,5,2416
충남, 60㎡초과 85㎡이하,2018,5,2465
충남, 102㎡초과,2018,5,2537
전북, 60㎡이하,2018,5,2664
전북, 60㎡초과 85㎡이하,2018,5,2300
전북, 85㎡초과 102㎡이하,2018,5,2636
전북, 102㎡초과,2018,5,2794
전남, 60㎡이하,2018,5,2228
전남, 60㎡초과 85㎡이하,2018,5,2346
전남, 85㎡초과 102㎡이하,2018,5,2627
전남, 102㎡초과,2018,5,2469
경북, 60㎡이하,2018,5,2471
경북, 60㎡초과 85㎡이하,2018,5,2611
경북, 102㎡초과,2018,5,2864
경남, 60㎡이하,2018,5,2738
경남, 60㎡초과 85㎡이하,2018,5,2673
경남, 85㎡초과 102㎡이하,2018,5,2857
경남, 102㎡초과,2018,5,2862
제주, 60㎡이하,2018,5,5462
제주, 60㎡초과 85㎡이하,2018,5,3639
제주, 102㎡초과,2018,5,3029
서울, 60㎡이하,2018,6,7232
서울, 60㎡초과 85㎡이하,2018,6,6739
서울, 85㎡초과 102㎡이하,2018,6,7591
서울, 102㎡초과,2018,6,6905
인천, 60㎡이하,2018,6,3454
인천, 60㎡초과 85㎡이하,2018,6,3537
인천, 85㎡초과 102㎡이하,2018,6,3229
경기, 60㎡이하,2018,6,4501
경기, 60㎡초과 85㎡이하,2018,6,3926
경기, 85㎡초과 102㎡이하,2018,6,4565
경기, 102㎡초과,2018,6,4330
부산, 60㎡이하,2018,6,3737
부산, 60㎡초과 85㎡이하,2018,6,3873
부산, 85㎡초과 102㎡이하,2018,6,3705
부산, 102㎡초과,2018,6,3844
대구, 60㎡이하,2018,6,3669
대구, 60㎡초과 85㎡이하,2018,6,3665
대구, 85㎡초과 102㎡이하,2018,6,3012
대구, 102㎡초과,2018,6,4430
광주, 60㎡이하,2018,6,2776
광주, 60㎡초과 85㎡이하,2018,6,3004
광주, 102㎡초과,2018,6,2453
대전, 60㎡이하,2018,6,2498
대전, 60㎡초과 85㎡이하,2018,6,2977
대전, 85㎡초과 102㎡이하,2018,6,3067
울산, 60㎡초과 85㎡이하,2018,6,3125
세종, 60㎡이하,2018,6,3064
세종, 60㎡초과 85㎡이하,2018,6,3147
세종, 85㎡초과 102㎡이하,2018,6,3138
세종, 102㎡초과,2018,6,3135
강원, 60㎡이하,2018,6,2282
강원, 60㎡초과 85㎡이하,2018,6,2287
강원, 85㎡초과 102㎡이하,2018,6,2864
강원, 102㎡초과,2018,6,2592
충북, 60㎡이하,2018,6,2286
충북, 60㎡초과 85㎡이하,2018,6,2382
충북, 85㎡초과 102㎡이하,2018,6,2725
충북, 102㎡초과,2018,6,2773
충남, 60㎡이하,2018,6,2452
충남, 60㎡초과 85㎡이하,2018,6,2467
충남, 85㎡초과 102㎡이하,2018,6,2657
충남, 102㎡초과,2018,6,2580
전북, 60㎡이하,2018,6,2664
전북, 60㎡초과 85㎡이하,2018,6,2300
전북, 85㎡초과 102㎡이하,2018,6,2636
전북, 102㎡초과,2018,6,2794
전남, 60㎡이하,2018,6,2228
전남, 60㎡초과 85㎡이하,2018,6,2346
전남, 85㎡초과 102㎡이하,2018,6,2627
전남, 102㎡초과,2018,6,2469
경북, 60㎡이하,2018,6,2471
경북, 60㎡초과 85㎡이하,2018,6,2614
경북, 102㎡초과,2018,6,2903
경남, 60㎡이하,2018,6,2744
경남, 60㎡초과 85㎡이하,2018,6,2673
경남, 85㎡초과 102㎡이하,2018,6,2857
경남, 102㎡초과,2018,6,2862
제주, 60㎡이하,2018,6,5462
제주, 60㎡초과 85㎡이하,2018,6,3639
제주, 102㎡초과,2018,6,3029
서울, 60㎡이하,2018,7,7360
서울, 60㎡초과 85㎡이하,2018,7,6910
서울, 85㎡초과 102㎡이하,2018,7,7591
서울, 102㎡초과,2018,7,6914
인천, 60㎡이하,2018,7,3454
인천, 60㎡초과 85㎡이하,2018,7,3537
인천, 85㎡초과 102㎡이하,2018,7,3229
경기, 60㎡이하,2018,7,4578
경기, 60㎡초과 85㎡이하,2018,7,3943
경기, 85㎡초과 102㎡이하,2018,7,4662
경기, 102㎡초과,2018,7,4573
부산, 60㎡이하,2018,7,3734
부산, 60㎡초과 85㎡이하,2018,7,3933
부산, 85㎡초과 102㎡이하,2018,7,4004
부산, 102㎡초과,2018,7,3875
대구, 60㎡이하,2018,7,3722
대구, 60㎡초과 85㎡이하,2018,7,3716
대구, 85㎡초과 102㎡이하,2018,7,3577
대구, 102㎡초과,2018,7,4040
광주, 60㎡이하,2018,7,2776
광주, 60㎡초과 85㎡이하,2018,7,2939
광주, 102㎡초과,2018,7,2453
대전, 60㎡이하,2018,7,2498
대전, 60㎡초과 85㎡이하,2018,7,2946
울산, 60㎡초과 85㎡이하,2018,7,3125
세종, 60㎡이하,2018,7,3064
세종, 60㎡초과 85㎡이하,2018,7,3147
세종, 85㎡초과 102㎡이하,2018,7,3138
세종, 102㎡초과,2018,7,3135
강원, 60㎡이하,2018,7,2284
강원, 60㎡초과 85㎡이하,2018,7,2309
강원, 85㎡초과 102㎡이하,2018,7,2864
강원, 102㎡초과,2018,7,2665
충북, 60㎡이하,2018,7,2286
충북, 60㎡초과 85㎡이하,2018,7,2386
충북, 85㎡초과 102㎡이하,2018,7,2725
충북, 102㎡초과,2018,7,2719
충남, 60㎡이하,2018,7,2452
충남, 60㎡초과 85㎡이하,2018,7,2467
충남, 85㎡초과 102㎡이하,2018,7,2657
충남, 102㎡초과,2018,7,2580
전북, 60㎡이하,2018,7,2655
전북, 60㎡초과 85㎡이하,2018,7,2306
전북, 85㎡초과 102㎡이하,2018,7,2636
전북, 102㎡초과,2018,7,2850
전남, 60㎡이하,2018,7,2228
전남, 60㎡초과 85㎡이하,2018,7,2348
전남, 85㎡초과 102㎡이하,2018,7,2627
전남, 102㎡초과,2018,7,2469
경북, 60㎡이하,2018,7,2471
경북, 60㎡초과 85㎡이하,2018,7,2654
경북, 102㎡초과,2018,7,2903
경남, 60㎡이하,2018,7,2748
경남, 60㎡초과 85㎡이하,2018,7,2673
경남, 85㎡초과 102㎡이하,2018,7,2857
경남, 102㎡초과,2018,7,2839
제주, 60㎡초과 85㎡이하,2018,7,3356
제주, 85㎡초과 102㎡이하,2018,7,3226
제주, 102㎡초과,2018,7,2990
서울, 60㎡이하,2018,8,7117
서울, 60㎡초과 85㎡이하,2018,8,6806
서울, 85㎡초과 102㎡이하,2018,8,6652
서울, 102㎡초과,2018,8,6477
인천, 60㎡이하,2018,8,3456
인천, 60㎡초과 85㎡이하,2018,8,3505
인천, 85㎡초과 102㎡이하,2018,8,3229
경기, 60㎡이하,2018,8,4459
경기, 60㎡초과 85㎡이하,2018,8,4105
경기, 85㎡초과 102㎡이하,2018,8,4877
경기, 102㎡초과,2018,8,4692
부산, 60㎡이하,2018,8,3809
부산, 60㎡초과 85㎡이하,2018,8,3946
부산, 85㎡초과 102㎡이하,2018,8,4004
부산, 102㎡초과,2018,8,3783
대구, 60㎡이하,2018,8,3724
대구, 60㎡초과 85㎡이하,2018,8,3723
대구, 85㎡초과 102㎡이하,2018,8,3577
대구, 102㎡초과,2018,8,4040
광주, 60㎡이하,2018,8,2776
광주, 60㎡초과 85㎡이하,2018,8,2939
광주, 102㎡초과,2018,8,2453
대전, 60㎡이하,2018,8,2498
대전, 60㎡초과 85㎡이하,2018,8,2946
울산, 60㎡초과 85㎡이하,2018,8,3125
세종, 60㎡이하,2018,8,3064
세종, 60㎡초과 85㎡이하,2018,8,3147
세종, 85㎡초과 102㎡이하,2018,8,3138
세종, 102㎡초과,2018,8,3220
강원, 60㎡이하,2018,8,2401
강원, 60㎡초과 85㎡이하,2018,8,2323
강원, 85㎡초과 102㎡이하,2018,8,2864
강원, 102㎡초과,2018,8,2665
충북, 60㎡이하,2018,8,2286
충북, 60㎡초과 85㎡이하,2018,8,2386
충북, 85㎡초과 102㎡이하,2018,8,2725
충북, 102㎡초과,2018,8,2719
충남, 60㎡이하,2018,8,2491
충남, 60㎡초과 85㎡이하,2018,8,2451
충남, 85㎡초과 102㎡이하,2018,8,2657
충남, 102㎡초과,2018,8,2729
전북, 60㎡이하,2018,8,2655
전북, 60㎡초과 85㎡이하,2018,8,2285
전북, 85㎡초과 102㎡이하,2018,8,2636
전북, 102㎡초과,2018,8,2850
전남, 60㎡이하,2018,8,2228
전남, 60㎡초과 85㎡이하,2018,8,2348
전남, 85㎡초과 102㎡이하,2018,8,2627
전남, 102㎡초과,2018,8,2469
경북, 60㎡이하,2018,8,2477
경북, 60㎡초과 85㎡이하,2018,8,2610
경북, 102㎡초과,2018,8,2810
경남, 60㎡이하,2018,8,2786
경남, 60㎡초과 85㎡이하,2018,8,2630
경남, 85㎡초과 102㎡이하,2018,8,2857
경남, 102㎡초과,2018,8,2745
제주, 60㎡초과 85㎡이하,2018,8,3356
제주, 85㎡초과 102㎡이하,2018,8,3226
제주, 102㎡초과,2018,8,2990
서울, 60㎡이하,2018,9,6631
서울, 60㎡초과 85㎡이하,2018,9,7183
서울, 85㎡초과 102㎡이하,2018,9,5061
서울, 102㎡초과,2018,9,6538
인천, 60㎡이하,2018,9,3456
인천, 60㎡초과 85㎡이하,2018,9,3505
인천, 85㎡초과 102㎡이하,2018,9,3229
경기, 60㎡이하,2018,9,4384
경기, 60㎡초과 85㎡이하,2018,9,4122
경기, 85㎡초과 102㎡이하,2018,9,4874
경기, 102㎡초과,2018,9,4696
부산, 60㎡이하,2018,9,3863
부산, 60㎡초과 85㎡이하,2018,9,4073
부산, 85㎡초과 102㎡이하,2018,9,4456
부산, 102㎡초과,2018,9,4173
대구, 60㎡이하,2018,9,3756
대구, 60㎡초과 85㎡이하,2018,9,3746
대구, 85㎡초과 102㎡이하,2018,9,3698
대구, 102㎡초과,2018,9,3961
광주, 60㎡이하,2018,9,2776
광주, 60㎡초과 85㎡이하,2018,9,2931
광주, 102㎡초과,2018,9,2655
대전, 60㎡이하,2018,9,2498
대전, 60㎡초과 85㎡이하,2018,9,3366
대전, 102㎡초과,2018,9,4877
울산, 60㎡초과 85㎡이하,2018,9,3125
세종, 60㎡이하,2018,9,3064
세종, 60㎡초과 85㎡이하,2018,9,3147
세종, 85㎡초과 102㎡이하,2018,9,3138
세종, 102㎡초과,2018,9,3220
강원, 60㎡이하,2018,9,2405
강원, 60㎡초과 85㎡이하,2018,9,2327
강원, 85㎡초과 102㎡이하,2018,9,2864
강원, 102㎡초과,2018,9,2665
충북, 60㎡이하,2018,9,2286
충북, 60㎡초과 85㎡이하,2018,9,2380
충북, 85㎡초과 102㎡이하,2018,9,2725
충북, 102㎡초과,2018,9,2719
충남, 60㎡이하,2018,9,2491
충남, 60㎡초과 85㎡이하,2018,9,2451
충남, 85㎡초과 102㎡이하,2018,9,2657
충남, 102㎡초과,2018,9,2729
전북, 60㎡이하,2018,9,2655
전북, 60㎡초과 85㎡이하,2018,9,2285
전북, 85㎡초과 102㎡이하,2018,9,2636
전북, 102㎡초과,2018,9,2850
전남, 60㎡이하,2018,9,2228
전남, 60㎡초과 85㎡이하,2018,9,2348
전남, 85㎡초과 102㎡이하,2018,9,2627
전남, 102㎡초과,2018,9,2519
경북, 60㎡이하,2018,9,2509
경북, 60㎡초과 85㎡이하,2018,9,2647
경북, 85㎡초과 102㎡이하,2018,9,2550
경북, 102㎡초과,2018,9,2828
경남, 60㎡이하,2018,9,2905
경남, 60㎡초과 85㎡이하,2018,9,2716
경남, 85㎡초과 102㎡이하,2018,9,2857
경남, 102㎡초과,2018,9,2987
제주, 60㎡초과 85㎡이하,2018,9,3356
제주, 85㎡초과 102㎡이하,2018,9,3226
제주, 102㎡초과,2018,9,2990
서울, 60㎡이하,2018,10,6806
서울, 60㎡초과 85㎡이하,2018,10,7629
서울, 85㎡초과 102㎡이하,2018,10,6842
서울, 102㎡초과,2018,10,7373
인천, 60㎡이하,2018,10,3422
인천, 60㎡초과 85㎡이하,2018,10,3630
인천, 85㎡초과 102㎡이하,2018,10,3391
인천, 102㎡초과,2018,10,2890
경기, 60㎡이하,2018,10,4365
경기, 60㎡초과 85㎡이하,2018,10,4169
경기, 85㎡초과 102㎡이하,2018,10,4874
경기, 102㎡초과,2018,10,4647
부산, 60㎡이하,2018,10,3846
부산, 60㎡초과 85㎡이하,2018,10,4018
부산, 85㎡초과 102㎡이하,2018,10,4349
부산, 102㎡초과,2018,10,4434
대구, 60㎡이하,2018,10,3756
대구, 60㎡초과 85㎡이하,2018,10,3803
대구, 85㎡초과 102㎡이하,2018,10,3698
대구, 102㎡초과,2018,10,4138
광주, 60㎡이하,2018,10,3264
광주, 60㎡초과 85㎡이하,2018,10,3045
대전, 60㎡이하,2018,10,2498
대전, 60㎡초과 85㎡이하,2018,10,3342
대전, 102㎡초과,2018,10,4877
울산, 60㎡초과 85㎡이하,2018,10,2890
세종, 60㎡이하,2018,10,3064
세종, 60㎡초과 85㎡이하,2018,10,3147
세종, 85㎡초과 102㎡이하,2018,10,3138
세종, 102㎡초과,2018,10,3220
강원, 60㎡이하,2018,10,2423
강원, 60㎡초과 85㎡이하,2018,10,2358
강원, 85㎡초과 102㎡이하,2018,10,2864
강원, 102㎡초과,2018,10,2665
충북, 60㎡이하,2018,10,2286
충북, 60㎡초과 85㎡이하,2018,10,2380
충북, 85㎡초과 102㎡이하,2018,10,2725
충북, 102㎡초과,2018,10,2719
충남, 60㎡이하,2018,10,2491
충남, 60㎡초과 85㎡이하,2018,10,2451
충남, 85㎡초과 102㎡이하,2018,10,2657
충남, 102㎡초과,2018,10,2729
전북, 60㎡이하,2018,10,2666
전북, 60㎡초과 85㎡이하,2018,10,2301
전북, 85㎡초과 102㎡이하,2018,10,2636
전북, 102㎡초과,2018,10,2627
전남, 60㎡이하,2018,10,2240
전남, 60㎡초과 85㎡이하,2018,10,2354
전남, 85㎡초과 102㎡이하,2018,10,2627
전남, 102㎡초과,2018,10,2519
경북, 60㎡이하,2018,10,2509
경북, 60㎡초과 85㎡이하,2018,10,2620
경북, 85㎡초과 102㎡이하,2018,10,2699
경북, 102㎡초과,2018,10,2948
경남, 60㎡이하,2018,10,2905
경남, 60㎡초과 85㎡이하,2018,10,2769
경남, 85㎡초과 102㎡이하,2018,10,3015
경남, 102㎡초과,2018,10,2987
제주, 60㎡초과 85㎡이하,2018,10,3356
제주, 85㎡초과 102㎡이하,2018,10,3226
제주, 102㎡초과,2018,10,2990
서울, 60㎡이하,2018,11,7017
서울, 60㎡초과 85㎡이하,2018,11,7620
서울, 85㎡초과 102㎡이하,2018,11,6842
서울, 102㎡초과,2018,11,7351
인천, 60㎡이하,2018,11,3437
인천, 60㎡초과 85㎡이하,2018,11,3725
인천, 85㎡초과 102㎡이하,2018,11,3492
인천, 102㎡초과,2018,11,4455
경기, 60㎡이하,2018,11,4331
경기, 60㎡초과 85㎡이하,2018,11,4175
경기, 85㎡초과 102㎡이하,2018,11,5068
경기, 102㎡초과,2018,11,4627
부산, 60㎡이하,2018,11,3778
부산, 60㎡초과 85㎡이하,2018,11,4036
부산, 85㎡초과 102㎡이하,2018,11,4066
부산, 102㎡초과,2018,11,4293
대구, 60㎡이하,2018,11,3808
대구, 60㎡초과 85㎡이하,2018,11,3826
대구, 85㎡초과 102㎡이하,2018,11,3698
대구, 102㎡초과,2018,11,3949
광주, 60㎡이하,2018,11,3264
광주, 60㎡초과 85㎡이하,2018,11,3201
대전, 60㎡이하,2018,11,2498
대전, 60㎡초과 85㎡이하,2018,11,3342
대전, 102㎡초과,2018,11,4877
울산, 60㎡초과 85㎡이하,2018,11,2890
세종, 60㎡이하,2018,11,3064
세종, 60㎡초과 85㎡이하,2018,11,3147
세종, 85㎡초과 102㎡이하,2018,11,3138
세종, 102㎡초과,2018,11,3220
강원, 60㎡이하,2018,11,2452
강원, 60㎡초과 85㎡이하,2018,11,2380
강원, 85㎡초과 102㎡이하,2018,11,2865
강원, 102㎡초과,2018,11,2528
충북, 60㎡이하,2018,11,2261
충북, 60㎡초과 85㎡이하,2018,11,2383
충북, 85㎡초과 102㎡이하,2018,11,2725
충북, 102㎡초과,2018,11,2689
충남, 60㎡이하,2018,11,2408
충남, 60㎡초과 85㎡이하,2018,11,2412
충남, 85㎡초과 102㎡이하,2018,11,2657
충남, 102㎡초과,2018,11,2729
전북, 60㎡이하,2018,11,2666
전북, 60㎡초과 85㎡이하,2018,11,2326
전북, 85㎡초과 102㎡이하,2018,11,2636
전북, 102㎡초과,2018,11,2593
전남, 60㎡이하,2018,11,2276
전남, 60㎡초과 85㎡이하,2018,11,2332
전남, 85㎡초과 102㎡이하,2018,11,2482
전남, 102㎡초과,2018,11,2502
경북, 60㎡이하,2018,11,2548
경북, 60㎡초과 85㎡이하,2018,11,2680
경북, 85㎡초과 102㎡이하,2018,11,2699
경북, 102㎡초과,2018,11,2884
경남, 60㎡이하,2018,11,2887
경남, 60㎡초과 85㎡이하,2018,11,2781
경남, 85㎡초과 102㎡이하,2018,11,3173
경남, 102㎡초과,2018,11,2990
제주, 60㎡이하,2018,11,3804
제주, 60㎡초과 85㎡이하,2018,11,3341
제주, 85㎡초과 102㎡이하,2018,11,3226
제주, 102㎡초과,2018,11,2990
서울, 60㎡이하,2018,12,7398
서울, 60㎡초과 85㎡이하,2018,12,7890
서울, 85㎡초과 102㎡이하,2018,12,6842
서울, 102㎡초과,2018,12,7545
인천, 60㎡이하,2018,12,3403
인천, 60㎡초과 85㎡이하,2018,12,3731
인천, 85㎡초과 102㎡이하,2018,12,3492
인천, 102㎡초과,2018,12,4455
경기, 60㎡이하,2018,12,4439
경기, 60㎡초과 85㎡이하,2018,12,4130
경기, 85㎡초과 102㎡이하,2018,12,4888
경기, 102㎡초과,2018,12,4925
부산, 60㎡이하,2018,12,3778
부산, 60㎡초과 85㎡이하,2018,12,4064
부산, 85㎡초과 102㎡이하,2018,12,4066
부산, 102㎡초과,2018,12,4293
대구, 60㎡이하,2018,12,3909
대구, 60㎡초과 85㎡이하,2018,12,3918
대구, 85㎡초과 102㎡이하,2018,12,3698
대구, 102㎡초과,2018,12,4019
광주, 60㎡이하,2018,12,3207
광주, 60㎡초과 85㎡이하,2018,12,3282
대전, 60㎡초과 85㎡이하,2018,12,3632
대전, 102㎡초과,2018,12,4877
세종, 60㎡이하,2018,12,3064
세종, 60㎡초과 85㎡이하,2018,12,3063
세종, 85㎡초과 102㎡이하,2018,12,3155
세종, 102㎡초과,2018,12,2990
강원, 60㎡이하,2018,12,2452
강원, 60㎡초과 85㎡이하,2018,12,2319
강원, 85㎡초과 102㎡이하,2018,12,2865
강원, 102㎡초과,2018,12,2387
충북, 60㎡이하,2018,12,2261
충북, 60㎡초과 85㎡이하,2018,12,2383
충북, 85㎡초과 102㎡이하,2018,12,2725
충북, 102㎡초과,2018,12,2689
충남, 60㎡이하,2018,12,2408
충남, 60㎡초과 85㎡이하,2018,12,2394
충남, 85㎡초과 102㎡이하,2018,12,2657
충남, 102㎡초과,2018,12,2729
전북, 60㎡이하,2018,12,2666
전북, 60㎡초과 85㎡이하,2018,12,2365
전북, 85㎡초과 102㎡이하,2018,12,3052
전북, 102㎡초과,2018,12,2651
전남, 60㎡이하,2018,12,2152
전남, 60㎡초과 85㎡이하,2018,12,2381
전남, 85㎡초과 102㎡이하,2018,12,2482
전남, 102㎡초과,2018,12,2633
경북, 60㎡이하,2018,12,2548
경북, 60㎡초과 85㎡이하,2018,12,2680
경북, 85㎡초과 102㎡이하,2018,12,2699
경북, 102㎡초과,2018,12,2884
경남, 60㎡이하,2018,12,2887
경남, 60㎡초과 85㎡이하,2018,12,2914
경남, 85㎡초과 102㎡이하,2018,12,3173
경남, 102㎡초과,2018,12,3703
제주, 60㎡이하,2018,12,3804
제주, 60㎡초과 85㎡이하,2018,12,3504
제주, 85㎡초과 102㎡이하,2018,12,3226
제주, 102㎡초과,2018,12,2952
서울, 60㎡이하,2019,1,7400
서울, 60㎡초과 85㎡이하,2019,1,8105
서울, 85㎡초과 102㎡이하,2019,1,6842
서울, 102㎡초과,2019,1,7787
인천, 60㎡이하,2019,1,3461
인천, 60㎡초과 85㎡이하,2019,1,3766
인천, 85㎡초과 102㎡이하,2019,1,3492
인천, 102㎡초과,2019,1,4455
경기, 60㎡이하,2019,1,4440
경기, 60㎡초과 85㎡이하,2019,1,4216
경기, 85㎡초과 102㎡이하,2019,1,4905
경기, 102㎡초과,2019,1,4931
부산, 60㎡이하,2019,1,3778
부산, 60㎡초과 85㎡이하,2019,1,4064
부산, 85㎡초과 102㎡이하,2019,1,4066
부산, 102㎡초과,2019,1,4293
대구, 60㎡이하,2019,1,3977
대구, 60㎡초과 85㎡이하,2019,1,3967
대구, 85㎡초과 102㎡이하,2019,1,4019
대구, 102㎡초과,2019,1,4067
광주, 60㎡이하,2019,1,3207
광주, 60㎡초과 85㎡이하,2019,1,3313
대전, 60㎡초과 85㎡이하,2019,1,3677
대전, 102㎡초과,2019,1,4877
세종, 60㎡이하,2019,1,3064
세종, 60㎡초과 85㎡이하,2019,1,3063
세종, 85㎡초과 102㎡이하,2019,1,3155
